GeneID	Base mean	log2(FC)	StdErr	Wald-Stats	P-value	P-adj	Chromosome	Start	End	Strand	Feature	Gene symbol
FBgn0039987	0	NA	NA	NA	NA	NA	chr3R	1031170	1031354	+	pseudogene	CR12798
FBgn0001180	4.60140190062955	-0.12209580798407	0.17896898464477	-0.682217693900508	0.495101308002535	NA	chr3R	8690979	8697822	-	protein_coding	hb
FBti0059901	0.190614179773098	-0.0195095334233161	0.0572516311354082	-0.340768167411219	0.733278116368329	NA	chr3R	7915827	7915889	+	transposable_element	NA
FBti0063108	0	NA	NA	NA	NA	NA	chr3R	4831511	4831662	+	transposable_element	NA
FBgn0051272	1.69265095751016	0.00693650851984956	0.126480684160617	0.0548424335769795	0.956263994146502	NA	chr3R	10756295	10759398	-	protein_coding	CG31272
FBgn0038570	0	NA	NA	NA	NA	NA	chr3R	18165441	18167273	-	protein_coding	Prx5
FBgn0038571	0	NA	NA	NA	NA	NA	chr3R	18165441	18167273	-	protein_coding	CG7215
FBgn0262319	0	NA	NA	NA	NA	NA	chr3R	25588858	25588958	-	pre_miRNA	mir-1000
FBgn0045473	0.193966989105602	0.00107653745568985	0.0572683073226087	0.0187981364566166	0.985002140453376	NA	chr3R	9995543	9996789	-	protein_coding	Gr85a
FBgn0086917	0.292969955542051	0.00541112245673336	0.0575789945830408	0.0939773696279014	0.925127133583691	NA	chr3R	3322809	3354486	+	protein_coding	spok
FBti0019284	0	NA	NA	NA	NA	NA	chr3R	4355145	4355441	-	transposable_element	NA
FBgn0039616	0.923039068628224	-0.00457266595348218	0.0900771399822735	-0.0507638891996576	0.959513666002148	NA	chr3R	28923043	28925086	+	protein_coding	CG11828
FBgn0039673	6.578113943325	-0.0647560193530591	0.203666518803204	-0.317951226021744	0.750521934446231	NA	chr3R	29598669	29600862	-	protein_coding	CG7568
FBgn0267783	2.70858791041864	0.241551717249864	0.158049110675388	1.52833328968221	0.126429808639913	NA	chr3R	30357254	30358138	-	ncRNA	lncRNA:CR46114
FBgn0038921	1.7614260324378	-0.00962302443737826	0.120409268011198	-0.079919300202733	0.936301439585568	NA	chr3R	22014696	22016212	+	protein_coding	Theg
FBgn0038291	0	NA	NA	NA	NA	NA	chr3R	15137147	15139007	+	protein_coding	CG3984
FBti0063856	0	NA	NA	NA	NA	NA	chr3R	20343358	20343425	+	transposable_element	NA
FBti0063747	0	NA	NA	NA	NA	NA	chr3R	19128664	19128762	-	transposable_element	NA
FBgn0004053	0.367888849093815	0.0126341942522701	0.0577555109112743	0.218753051491123	0.826842420541688	NA	chr3R	6752863	6754194	-	protein_coding	zen
FBgn0015008	1.32507041860424	0.0491034127896723	0.0957772729052796	0.512683346478594	0.608172840838355	NA	chr3R	16975884	16977795	-	protein_coding	Actn3
FBgn0038294	1.57700407762444	0.0244638397607616	0.128580488247156	0.19026090267862	0.849104689145243	NA	chr3R	15170624	15181510	-	protein_coding	Mf
FBgn0037783	0.584699689076997	0.0592944320530027	0.0743422362453914	0.797587415278734	0.425109956440049	NA	chr3R	10060251	10061136	+	protein_coding	Npc2c
FBti0062781	0.368708123563563	-0.00915363066579315	0.0626406582314827	-0.146129222205277	0.883819378038798	NA	chr3R	5551756	5552371	-	transposable_element	NA
FBgn0039070	4.26774427069315	-0.0859457698105665	0.179431792659367	-0.478988525593822	0.631946791638744	NA	chr3R	23286092	23288051	-	protein_coding	CG17083
FBgn0051371	0.847156063527312	-0.0346173862537177	0.0921383748855961	-0.375710840317082	0.707131877968184	NA	chr3R	30501123	30503506	-	protein_coding	CG31371
FBgn0267721	0	NA	NA	NA	NA	NA	chr3R	22337063	22337669	+	ncRNA	asRNA:CR46054
FBgn0267944	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr3R	7318987	7319232	+	ncRNA	lncRNA:CR46224
FBti0062492	0	NA	NA	NA	NA	NA	chr3R	4604683	4604832	-	transposable_element	NA
FBgn0267673	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr3R	11354347	11355123	+	ncRNA	lncRNA:CR46009
FBgn0051017	2.20416993250265	0.0490689688939246	0.138780293320238	0.353573030579327	0.723658888865291	NA	chr3R	30604180	30606144	+	protein_coding	PH4alphaNE3
FBgn0039421	0.911740418623609	-0.0140018792179148	0.0944877916477159	-0.148187178192489	0.882195050418944	NA	chr3R	26344289	26345473	-	protein_coding	CG6036
FBti0019344	0.363571928212163	-0.00906400897493122	0.062329545729825	-0.145420744990189	0.884378686624892	NA	chr3R	9278839	9284016	-	transposable_element	NA
FBti0062079	0.149837787103529	0.0244994449775616	0.0572188573433555	0.428170818416502	0.668526760313674	NA	chr3R	32037344	32037842	+	transposable_element	NA
FBgn0011840	0	NA	NA	NA	NA	NA	chr3R	17620143	17620216	-	tRNA	tRNA:Ala-AGC-2-3
FBgn0040565	0	NA	NA	NA	NA	NA	chr3R	17596535	17598453	+	protein_coding	CG7606
FBgn0037626	5.79163940303285	0.178032093381319	0.188927386811455	0.942330788489608	0.346023309821639	NA	chr3R	8769393	8771150	+	protein_coding	CG8236
FBti0019397	1.80675211655174	0.00855410289786709	0.136504116318668	0.062665530744125	0.950032845905009	NA	chr3R	18061646	18063145	-	transposable_element	NA
FBgn0003249	0.76389408423554	0.0441227606337418	0.0877569131955847	0.502783872256366	0.615116233800688	NA	chr3R	20081059	20082450	-	protein_coding	Rh3
FBgn0039851	3.48787493374635	0.12919819773435	0.156853297730635	0.8236881187938	0.41011679206781	NA	chr3R	31499234	31506992	+	protein_coding	mey
FBti0019295	0.967023433550897	-0.101917925319846	0.102082042494484	-0.99839230122529	0.318089165357902	NA	chr3R	4714634	4716016	+	transposable_element	NA
FBti0019324	0	NA	NA	NA	NA	NA	chr3R	7471056	7471765	-	transposable_element	NA
FBgn0037323	0.550557188194801	0.00362698165140314	0.0781234377688105	0.0464262935040879	0.962970479917804	NA	chr3R	5400593	5404135	-	protein_coding	CG2663
FBti0062811	0	NA	NA	NA	NA	NA	chr3R	17733315	17733338	-	transposable_element	NA
FBgn0003429	2.34778689105926	-0.0145049968612539	0.126803384779834	-0.114389666225697	0.908928905382596	NA	chr3R	24662490	24711595	+	protein_coding	slo
FBgn0284232	0	NA	NA	NA	NA	NA	chr3R	24712779	24717430	+	protein_coding	CG46316
FBgn0266171	0	NA	NA	NA	NA	NA	chr3R	21362967	21365290	-	protein_coding	pre-mod(mdg4)-AB
FBgn0286879	0.265533073324862	-0.00768559337116673	0.0574858754210816	-0.133695334982204	0.893643494191056	NA	chr3R	5163821	5164106	+	pseudogene	CR46401
FBgn0051010	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	30704761	30706121	-	protein_coding	CG31010
FBti0019442	0.336135045994975	-0.0216101316051269	0.0573291698718794	-0.376948273512799	0.706212045885455	NA	chr3R	27725625	27730996	+	transposable_element	NA
FBgn0262846	0	NA	NA	NA	NA	NA	chr3R	18564263	18565173	-	protein_coding	CG43210
FBgn0038938	2.29505361760041	-0.0617898914688724	0.142954218219736	-0.432235524340349	0.665570242684994	NA	chr3R	22298804	22304420	+	protein_coding	CG7084
FBgn0051206	0.143132168438522	-0.0181871816467342	0.0571925665763102	-0.317999046650016	0.750485660068158	NA	chr3R	20106935	20107963	-	protein_coding	CG31206
FBti0059897	0	NA	NA	NA	NA	NA	chr3R	7643134	7643583	+	transposable_element	NA
FBti0062531	0	NA	NA	NA	NA	NA	chr3R	4635606	4635662	-	transposable_element	NA
FBgn0038641	0	NA	NA	NA	NA	NA	chr3R	18680603	18686739	+	protein_coding	ChT
RR48391_transposable_element	0.296322764874554	0.0212115021648231	0.0575835532451078	0.368360425320318	0.712604502058916	NA	chr3R	2952262	2959723	-	transposable_element	NA
FBgn0053096	7.19071666870818	-0.00816362262291231	0.20452860125153	-0.0399143326310272	0.968161424422071	NA	chr3R	25097671	25102146	+	protein_coding	CG33096
FBgn0051465	0	NA	NA	NA	NA	NA	chr3R	21880809	21883990	+	protein_coding	CG31465
FBti0062586	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr3R	4594136	4594229	+	transposable_element	NA
FBti0019310	0.119048095553837	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	5927613	5927798	+	transposable_element	NA
FBtr0472813_df_nrg	0	NA	NA	NA	NA	NA	chr3R	13464230	13464252	-	miRNA	NA
FBti0059825	0	NA	NA	NA	NA	NA	chr3R	7327451	7327567	-	transposable_element	NA
FBgn0038207	0.803570025537031	0.0271369325004526	0.088598141916631	0.306292343308823	0.759382068416278	NA	chr3R	14130679	14132072	-	protein_coding	CG14356
FBgn0259731	0	NA	NA	NA	NA	NA	chr3R	13813108	13814648	+	protein_coding	tal-2A
FBti0019383	0.435138012431424	-0.0194129297708731	0.066434320402953	-0.292212363325541	0.770124259399738	NA	chr3R	15601218	15608683	-	transposable_element	NA
FBgn0039033	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	22987280	22988503	+	protein_coding	Or94a
FBgn0037461	0	NA	NA	NA	NA	NA	chr3R	6628203	6629321	-	protein_coding	CG15177
FBgn0263537	0	NA	NA	NA	NA	NA	chr3R	21316715	21316865	+	pre_miRNA	mir-4951
FBti0062462	0.336135045994975	-0.0216101316051269	0.0573291698718794	-0.376948273512799	0.706212045885455	NA	chr3R	4588436	4588495	+	transposable_element	NA
FBgn0000206	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr3R	25961993	25966948	+	protein_coding	boss
FBgn0038350	5.44130440622441	-0.0252690820191327	0.187707948594377	-0.134619136847196	0.892913010323172	NA	chr3R	15548627	15552833	-	protein_coding	AOX4
FBgn0039192	0	NA	NA	NA	NA	NA	chr3R	24364080	24364980	-	protein_coding	CG17784
FBtr0472724_df_nrg	0	NA	NA	NA	NA	NA	chr3R	29215605	29215631	+	miRNA	NA
FBti0019357	2.21321115810247	-0.077749031360836	0.138589338308152	-0.561002976924255	0.574795507788953	NA	chr3R	11379290	11388387	-	transposable_element	NA
FBgn0051583	0.217086950441138	-0.0110017748971034	0.0569664628363894	-0.193127225200924	0.846859331384148	NA	chr3R	8139532	8139606	-	tRNA	tRNA:Asn-GTT-1-10
FBgn0265317	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr3R	27438870	27440944	-	protein_coding	CG44290
FBti0061724	0	NA	NA	NA	NA	NA	chr3R	4343872	4343975	-	transposable_element	NA
FBgn0038006	0	NA	NA	NA	NA	NA	chr3R	12234979	12236904	-	protein_coding	Cyp313a2
FBgn0085307	4.68772809107165	0.0282061499155892	0.189523768665692	0.148826451237064	0.881690578005855	NA	chr3R	17120464	17120808	+	protein_coding	CG34278
FBgn0012027	0	NA	NA	NA	NA	NA	chr3R	8642700	8642793	-	tRNA	tRNA:Tyr-GTA-1-5
FBgn0051141	1.35358404972004	0.00158599796264513	0.115268584051518	0.0137591519466942	0.989022131470932	NA	chr3R	23923299	23924319	+	protein_coding	CG31141
FBgn0052865	2.83390594456129	-0.168441095792287	0.14285797506375	-1.17908080187417	0.238366002412718	NA	chr3R	12475335	12478267	-	ncRNA	lncRNA:alphagamma-element:CR32865
FBti0019315	0.632457810869529	-0.00580664280034707	0.0819167357019973	-0.0708846946913375	0.943489524598423	NA	chr3R	6206341	6206493	+	transposable_element	NA
FBgn0265038	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	4646432	4648242	-	ncRNA	asRNA:CR44155
FBgn0266259	0	NA	NA	NA	NA	NA	chr3R	30618625	30621906	-	protein_coding	CG44954
FBgn0266239	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	7467939	7468662	-	ncRNA	lncRNA:CR44934
FBgn0267941	0.214698252657782	-0.0229562396678679	0.0573961621090233	-0.399961231279939	0.689185071724704	NA	chr3R	6037786	6038372	-	ncRNA	lncRNA:CR46221
FBgn0267690	0.515193101334589	-0.0101068343378042	0.0707054031027407	-0.142942885469702	0.88633528861437	NA	chr3R	6306883	6309030	+	protein_coding	CG46026
FBgn0085316	0.238096191107674	-0.0215544250410373	0.0573389993615213	-0.375912124052551	0.706982226799646	NA	chr3R	5853331	5854282	+	protein_coding	CG34287
FBgn0266454	0.285024114869939	0.00556952647612205	0.0572502273980412	0.0972839188462789	0.922500926322686	NA	chr3R	17124476	17124786	+	protein_coding	CG45079
FBgn0051501	0	NA	NA	NA	NA	NA	chr3R	7346729	7347836	+	protein_coding	nxf4
FBti0064282	0	NA	NA	NA	NA	NA	chr3R	20872139	20872265	+	transposable_element	NA
FBtr0304284_df_nrg	0	NA	NA	NA	NA	NA	chr3R	10408147	10408169	+	miRNA	NA
FBgn0266173	0	NA	NA	NA	NA	NA	chr3R	21355691	21359768	-	protein_coding	pre-mod(mdg4)-K
FBgn0039838	0.143132168438522	-0.0181871816467342	0.0571925665763102	-0.317999046650016	0.750485660068158	NA	chr3R	31257598	31260049	+	protein_coding	CAH6
FBti0063164	0	NA	NA	NA	NA	NA	chr3R	4979014	4979122	+	transposable_element	NA
FBgn0266244	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr3R	10461027	10462078	+	ncRNA	lncRNA:CR44939
FBti0062388	0.66406677688897	-0.00136600607446127	0.0761348960922778	-0.0179419181554491	0.985685188535982	NA	chr3R	4487994	4489196	+	transposable_element	NA
FBgn0037406	0.367888849093815	0.0126341942522701	0.0577555109112743	0.218753051491123	0.826842420541688	NA	chr3R	6173548	6174971	+	protein_coding	Osi1
FBti0062522	0	NA	NA	NA	NA	NA	chr3R	4626263	4626320	+	transposable_element	NA
FBgn0037385	1.09222306019743	-0.00455742824813716	0.104235963847845	-0.0437222248435261	0.965125823291417	NA	chr3R	5830061	5831785	+	protein_coding	glob3
FBgn0038859	0.336135045994975	-0.0216101316051269	0.0573291698718794	-0.376948273512799	0.706212045885455	NA	chr3R	21128949	21129717	-	protein_coding	Obp93a
FBgn0267142	0	NA	NA	NA	NA	NA	chr3R	12244988	12245353	+	ncRNA	lncRNA:CR45582
FBgn0051086	0	NA	NA	NA	NA	NA	chr3R	26185250	26186227	+	protein_coding	CG31086
FBgn0283558	0	NA	NA	NA	NA	NA	chr3R	6451550	6451609	-	pre_miRNA	mir-9375
FBti0020359	0	NA	NA	NA	NA	NA	chr3R	12483202	12485253	-	transposable_element	NA
FBgn0022981	1.1372916698825	0.0591687673369308	0.101915890155942	0.58056469159418	0.561533874811449	NA	chr3R	4645980	4648884	+	protein_coding	rpk
FBti0020392	0.119048095553837	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	29079438	29080748	+	transposable_element	NA
FBti0063159	0.119048095553837	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	4953413	4953446	+	transposable_element	NA
FBgn0003357	0.250856910121591	0.0262317160549546	0.0572626105611436	0.458095008206883	0.646884185075142	NA	chr3R	29922215	29923455	+	protein_coding	Jon99Ciii
FBgn0038398	1.08375455819901	0.0443009953218809	0.101862137174809	0.434911308073721	0.663626806232413	NA	chr3R	16083877	16087222	+	protein_coding	sxe2
FBti0059721	0	NA	NA	NA	NA	NA	chr3R	12472389	12473289	-	transposable_element	NA
FBgn0004190	0	NA	NA	NA	NA	NA	chr3R	24557214	24557321	+	snRNA	snRNA:U6:96Ac
FBgn0267683	0	NA	NA	NA	NA	NA	chr3R	13105069	13105491	-	ncRNA	lncRNA:CR46019
FBgn0085332	0.149837787103529	0.0244994449775616	0.0572188573433555	0.428170818416502	0.668526760313674	NA	chr3R	10151152	10151880	-	protein_coding	CG34303
FBgn0051131	0	NA	NA	NA	NA	NA	chr3R	27961991	27963219	-	protein_coding	CG31131
FBgn0267746	0.0715660842192608	-0.0109599392895644	0.0569664628363894	-0.192392835079859	0.847434504345902	NA	chr3R	28137646	28137965	-	ncRNA	lncRNA:CR46077
FBgn0265205	2.97637958075551	-0.0163250115873933	0.157725340070652	-0.103502782622505	0.917563941144085	NA	chr3R	21223622	21224589	-	ncRNA	lncRNA:CR44265
FBtr0304199_df_nrg	0	NA	NA	NA	NA	NA	chr3R	20735938	20735960	+	miRNA	NA
RR48323_transposable_element	5.28443726845421	0.0249030444632817	0.191223191398816	0.130230252309427	0.896384260505426	NA	chr3R	3902651	3909384	-	transposable_element	NA
FBgn0038140	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr3R	13338329	13345106	+	protein_coding	PK2-R1
FBgn0267701	0	NA	NA	NA	NA	NA	chr3R	17417501	17418019	-	ncRNA	asRNA:CR46034
FBgn0039374	0	NA	NA	NA	NA	NA	chr3R	25811910	25813134	+	protein_coding	CG17770
FBgn0038695	0.440274207782824	-0.0195737665227425	0.0667047563669564	-0.29343884287746	0.769186739142999	NA	chr3R	19256776	19260132	+	protein_coding	CG14280
FBtr0445481_df_nrg	0	NA	NA	NA	NA	NA	chr3R	6451587	6451609	-	miRNA	NA
FBgn0265202	0.146484977771025	0.00333265223762729	0.0572090489926364	0.0582539352831445	0.953546359483498	NA	chr3R	30183844	30184398	-	ncRNA	lncRNA:CR44262
FBgn0012028	0	NA	NA	NA	NA	NA	chr3R	8642332	8642425	-	tRNA	tRNA:Tyr-GTA-1-4
FBgn0011278	0.364536039761311	-0.00144390366789888	0.0577505721801416	-0.0250024131950572	0.980053038760113	NA	chr3R	21441576	21446537	-	protein_coding	lbe
FBgn0037402	0.767246893568044	0.066586523604079	0.0877070977989102	0.759191961370616	0.447737734058911	NA	chr3R	6122591	6124405	+	protein_coding	Vha14-2
FBgn0266178	0.175938016569826	0.0141250127904937	0.0569664628363894	0.247953130442055	0.804170670995559	NA	chr3R	21354444	21359768	-	protein_coding	pre-mod(mdg4)-B
FBgn0038203	0.250856910121591	0.0262317160549546	0.0572626105611436	0.458095008206883	0.646884185075142	NA	chr3R	14109444	14110823	+	protein_coding	Or88a
FBgn0267725	0	NA	NA	NA	NA	NA	chr3R	15402981	15403707	+	ncRNA	asRNA:CR46058
FBgn0267207	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr3R	22543277	22543578	+	ncRNA	lncRNA:CR45647
FBgn0082975	0.503629264432537	-0.0331486432612829	0.0702059025666156	-0.472163194965401	0.636810308107432	NA	chr3R	28602339	28602489	+	snoRNA	snoRNA:Psi28S-3305b
FBgn0038773	0.364536039761311	-0.00144390366789888	0.0577505721801416	-0.0250024131950572	0.980053038760113	NA	chr3R	20114837	20117139	+	protein_coding	CG10887
FBgn0037410	0.292969955542051	0.00541112245673336	0.0575789945830408	0.0939773696279014	0.925127133583691	NA	chr3R	6209372	6213493	+	protein_coding	Osi2
FBti0059892	0.0749188935517645	0.0141668483980328	0.0569664628363894	0.248687520563119	0.803602502784138	NA	chr3R	7640163	7640533	+	transposable_element	NA
FBti0020304	0	NA	NA	NA	NA	NA	chr3R	4575434	4575710	-	transposable_element	NA
FBgn0042207	8.77457587215863	0.0674644106770805	0.21803464705848	0.309420597080544	0.757001604423598	NA	chr3R	12633358	12634670	+	protein_coding	CG18530
FBgn0039666	1.01524467016881	0.0776087724747245	0.0966960185485548	0.80260566711704	0.42220269176236	NA	chr3R	29493851	29494267	+	protein_coding	Diedel
FBti0062558	0.297142039344303	0.00109553963928501	0.0572602634707303	0.0191326335731064	0.984735298363714	NA	chr3R	4716022	4717451	+	transposable_element	NA
FBgn0041105	1.86798366231553	0.00136955954191465	0.134166508970132	0.0102079092049682	0.991855408293848	NA	chr3R	10071116	10073761	+	protein_coding	nerfin-2
FBgn0082988	1.24693185575492	0.00566254833415968	0.108371254245368	0.0522513868976627	0.958328388000175	NA	chr3R	5598422	5598566	-	snoRNA	snoRNA:Psi28S-2442b
FBgn0039031	0.292969955542051	0.00541112245673336	0.0575789945830408	0.0939773696279014	0.925127133583691	NA	chr3R	22977269	22978164	+	protein_coding	Gbp3
FBgn0260759	0	NA	NA	NA	NA	NA	chr3R	29933286	29934587	+	protein_coding	CG42557
FBgn0020907	0.595998339081612	0.0553055847189382	0.0693979378481138	0.796934122739807	0.425489292037685	NA	chr3R	16574542	16583663	-	protein_coding	Scp2
FBgn0265040	0.883063314399316	0.0234915340988497	0.0913048430101139	0.25728683522568	0.796957354434084	NA	chr3R	4673976	4674610	+	ncRNA	lncRNA:CR44157
FBti0019370	0	NA	NA	NA	NA	NA	chr3R	13712130	13712421	+	transposable_element	NA
FBgn0083967	0	NA	NA	NA	NA	NA	chr3R	22362619	22364580	+	protein_coding	Muted
FBgn0082974	2.36215452746985	0.0176056738628907	0.140818400209333	0.125023958777539	0.900504582794012	NA	chr3R	28603370	28603522	+	snoRNA	snoRNA:Psi28S-3305c
FBgn0264825	1.26572903908866	0.12535873826477	0.113880783404498	1.10078921585482	0.270988406361959	NA	chr3R	21534428	21535367	+	ncRNA	lncRNA:CR44033
FBti0063155	0.351876033139653	0.0287828002475116	0.0573288495044019	0.502064850356042	0.615621904329566	NA	chr3R	4947530	4947749	-	transposable_element	NA
FBgn0267213	1.17508779442131	-0.00494894680277516	0.101973090150402	-0.0485318900846869	0.961292349765216	NA	chr3R	25843917	25844378	+	ncRNA	lncRNA:CR45653
FBgn0051007	0.143132168438522	-0.0181871816467342	0.0571925665763102	-0.317999046650016	0.750485660068158	NA	chr3R	30991699	30992457	-	protein_coding	CG31007
FBgn0051146	1.31702814718834	0.0135579101940202	0.109491956224261	0.123825627576248	0.901453340097018	NA	chr3R	7658246	7694874	+	protein_coding	Nlg1
